,id,lyrics,explicit
53,274282900,"(Whoa-oh)

Hand on the Bible, I'm a decent man
No, I ain't perfect, but I'm learning how to be the best I can
But I got demons collecting dust
And I buried them so damn far down
So they can't find their way back up

So don't mistake my kindness for weakness
'Cause I could flip that switch
And you could find out quick (and you could find out quick)

There's a hell on the other side
That you ain't met yet, tread real light
Dare you to light that fuse
'Cause I can be a loose cannon
Cross the line, I'll call your bluff
Promise when push come to shove
That you don't want that smoke
Better the devil you know than the devil you don't
...

******* This Lyrics is NOT for Commercial use *******",1
54,275841310,"(Who runs this?)
It's Mr. Worldwide (who runs this?)
With the one and only (who runs this?)
Dolly Parton (who runs this?)
Well, hey!
And this is dedicated to (who runs this?)
All my powerful women

Workin' nine to five
Two, three jobs just to survive
All my powerful women
No men at home
Raisin' all the kids alone
All my powerful women
Y'all deserve a throne
Keep ya head up and stay strong
All my powerful women
No matter what, never give up (woo)

I remember workin' hard with my mom
You name it, she did it (yeah)
You name it, sewed it (yeah)
You name it, cleaned it (yeah)
You name it, she owed it (yeah)
She had to provide (yeah)
We had to survive
So you name it, she stole it (yeah, woo)

Our whole life was layaway
Pay, pay, pay (pay, pay, pay)
But the bills never went away
Put your hands to the sky
...

******* This Lyrics is NOT for Commercial use *******",0
55,256200545,"Let's clap, one, two, hey
Oh, yeah

Let everything
That has breath
Praise the Lord (you got it)
Praise the Lord

Let everything (let everything)
(Hey) that has breath
(Hey) praise the Lord
(Hey) praise the Lord

I'll praise in the valley
Praise on the mountain (yeah)
I'll praise when I'm sure
Praise when I'm doubting (yes, sir)

I'll praise when outnumbered
Praise when surrounded
'Cause praise is the water
My enemies drown in

As long as I'm breathing
I've got a reason to

Praise the Lord
Oh, my soul (c'mon)
Praise the Lord
Oh, my soul (hey)

I'll praise when I feel it
And I'll praise when I don't
I'll praise 'cause I know
You're still in control

Because my praise is a weapon
It's more than a sound (more than a sound)
Oh, my praise is the shout
That brings Jericho down (oh)

...

******* This Lyrics is NOT for Commercial use *******",0
56,171241823,"Oh, I know, I know, I know, I know, I know, I know, I know
About your kind
And so, and so, and so, and so, and so, and so, and so
I'll have to play

If you think you're getting away
I will prove you wrong
I'll take you all the way
Boy, just come along
Hear me when I say, hey

It's murder on the dance floor
But you better not kill the groove
Hey, hey
It's murder on the dance floor
But you better not steal the moves
DJ, gonna burn this goddamn house right down

Oh, I know, I know, I know, I know, I know, I know, I know
There may be others
And so, and so, and so, and so, and so, and so, and so
You'll just have to pray

If you think you're getting away
...

******* This Lyrics is NOT for Commercial use *******",1
57,265112763,"Standing next to you

Play me slow
I push up on this funk and give me miracles (let ya body know)
Make it known
How we left and right is something we control (you already know)

You know that all night long we rock to this
Screaming, I testify this lovin'
All night long we flock to this
Screaming, I testify that we'll survive the test of time
They can't deny our love
They can't divide us, we'll survive the test of time
I promise I'll be right here

Standing next to you
Standing in the fire next to you, oh
You know it's deeper than the rain
It's deeper than the pain
...

******* This Lyrics is NOT for Commercial use *******",0
58,265112747,"Standing next to you

Play me slow
I push up on this funk and give me miracles (let ya body know)
Make it known
How we left and right is something we control (you already know)

You know that all night long we rock to this
Screaming, I testify this lovin'
All night long we flock to this
Screaming, I testify that we'll survive the test of time
They can't deny our love
They can't divide us, we'll survive the test of time
I promise I'll be right here

Standing next to you
Standing in the fire next to you, oh
You know it's deeper than the rain
It's deeper than the pain
When it's deep like DNA
...

******* This Lyrics is NOT for Commercial use *******",0
59,265112748,"Standing next to you

Play me slow
I push up on this funk and give me miracles (let ya body know)
Make it known
How we left and right is something we control (you already know)

You know that all night long we rock to this
Screaming, I testify this lovin'
All night long we flock to this
Screaming, I testify that we'll survive the test of time
They can't deny our love
They can't divide us, we'll survive the test of time
I promise I'll be right here

Standing next to you
Standing in the fire next to you, oh
You know it's deeper than the rain
It's deeper than the pain
...

******* This Lyrics is NOT for Commercial use *******",0
60,265112754,"(Hey)
Standing next to you (hey)

Play me slow
I push up on this funk and give me miracles (let ya body know)
Make it known
How we left and right is something we control (you already know)

You know that all night long we rock to this
Screaming, I testify this lovin'
All night long we flock to this
Screaming, I testify that we'll survive the test of time
They can't deny our love
They can't divide us, we'll survive the test of time
I promise I'll be right here

Standing next to you
Standing in the fire next to you, oh
You know it's deeper than the rain
It's deeper than the pain
When it's deep like DNA
Something they can't take away, ayy
Take-take-take-take-take-take off

...

******* This Lyrics is NOT for Commercial use *******",0
61,265112762,"Play me slow
I push up on this funk and give me miracles (let ya body know)
Make it known
How we left and right is something we control (you already know)

You know that all night long we rock to this
Screaming, I testify this lovin'
All night long we flock to this
Screaming, I testify that we'll survive the test of time
They can't deny our love
They can't divide us, we'll survive the test of time
I promise I'll be right here

Standing next to you
Standing in the fire next to you, oh
You know it's deeper than the rain
It's deeper than the pain
When it's deep like DNA
Something they can't take away, ayy
Take-take-take-take-take-take off

...

******* This Lyrics is NOT for Commercial use *******",0
62,265112773,"Standing next to you
Standing next to you

Play me slow
I push up on this funk and give me miracles (let ya body know)
Make it known
How we left and right is something we control (you already know)

You know that all night long we rock to this
Screaming, I testify this lovin'
All night long we flock to this
Screaming, I testify that we'll survive the test of time
They can't deny our love
They can't divide us, we'll survive the test of time
I promise I'll be right here

Standing next to you
Standing in the fire next to you, oh
You know it's deeper than the rain
It's deeper than the pain
...

******* This Lyrics is NOT for Commercial use *******",0
63,215238434,"Simple as my mama said when I was very young
She told me not to worry son
One day, you'll be someone
But here I am at 21
As loaded as a stagecoach shotgun
I'm sorry mama
Please don't look at me

When I got to Oklahoma I was 17
My papa taught me how to work and Lord, he was mean
Working all day in that August heat
He taught me how to fish
My uncle taught me how to drink

Well, I went California and I had me a band
And we played in all the bars in all the southern lands
We played all night, and we drank for free
...

******* This Lyrics is NOT for Commercial use *******",1
64,276946784,"For a while there, it was rough
But lately, I've been doin' better
Than the last four cold Decembers
I recall

And I see my family every month
I found a girl my parents love
She'll come and stay the night
And I think I might have it all

And I thank God every day
For the girl He sent my way
But I know the things He gives me
He can take away

And I hold you every night
And that's a feeling I wanna get used to
But there's no man as terrified
As the man who stands to lose you

...

******* This Lyrics is NOT for Commercial use *******",0
65,264906918,"If you're on a porch swing, baby, I'm on it
If you want a night out, baby, I'm all in
If you want a coin flip, road trip, anywhere you wanna go
Baby, just call it

If you're on a dance-floor movin', I'm out there
Wanna find some laid back and let down your brown hair
You call the shots, if I'm ready or not
And I don't care

Baby, I love doin' life with you
You're everything I wanna wake up to
Give you all of my heart, the moon, and the stars
...

******* This Lyrics is NOT for Commercial use *******",0
66,90644606,"Lookin' in your eyes
I see a paradise
This world that I've found is too good to be true
Standin' here beside you
Want so much to give you
This love in my heart that I'm feeling for you

Let 'em say we're crazy
I don't care about that
Put your hand in my hand
Baby, don't ever look back
Let the world around us
Just fall apart
Baby, we can make it
If we're heart to heart

And we can build this dream together
Standing strong forever
Nothing's gonna stop us now
And if this world runs out of lovers
We'll still have each other
Nothing's gonna stop us
Nothing's gonna stop us now

Oh, whoa

I'm so glad I found you
I'm not gonna lose you
...

******* This Lyrics is NOT for Commercial use *******",0
67,276946785,"For a while there it was rough
But lately, I've been doin' better
Than the last four cold Decembers
I recall

And I see my family every month
I found a girl my parents love
She'll come and stay the night
And I think I might have it all

And I thank God every day
For the girl He sent my way
But I know the things He gives me
He can take away

And I hold you every night
And that's a feeling I wanna get used to
But there's no man as terrified
As the man who stands to lose you

...

******* This Lyrics is NOT for Commercial use *******",0
68,263018355,"Weight of the world on your shoulders
I'll kiss your waist and ease your mind
I must be favored to know ya
I'll take my hands and trace your lines

It's the way that you can ride
It's the way that you can ride (oh-oh, oh-oh)
Think I met you in another life
So break me off another time (oh-oh, oh-oh)
You wrap around me and you give me life
And that's why night after night
I'll be fuckin' you right

Monday, Tuesday, Wednesday, Thursday, Friday
Saturday, Sunday (a week)
Monday, Tuesday, Wednesday, Thursday, Friday
Seven days a week
Every hour, every minute, every second
You know night after night
I'll be fuckin' you right, seven days a week

You love when I jump right in
All of me, I'm offering
Show you what devotion is
Deeper than the ocean is
Wind it back, I'll take it slow
Leave you with that afterglow
Show you what devotion is
Deeper than the ocean is
...

******* This Lyrics is NOT for Commercial use *******",1
69,254922962,"Used to spend my nights out in a bar room

Liquor was the only love I've known

But you rescued me from reachin' for the bottom
And brought me back from being too far gone

You're as smooth
As Tennessee whiskey
You're as sweet
As strawberry wine
You're as warm
As a glass of brandy
And honey, I stay stoned on your love
All the time

...

******* This Lyrics is NOT for Commercial use *******",0
70,276946788,"For a while there, it was rough
But lately, I've been doin' better
Than the last four cold Decembers
I recall

And I see my family every month
I found a girl my parents love
She'll come and stay the night
And I think I might have it all

And I thank God every day
For the girl He sent my way
But I know the things He gives me
He can take away

And I hold you every night
And that's a feeling I wanna get used to
But there's no man as terrified
As the man who stands to lose you

...

******* This Lyrics is NOT for Commercial use *******",0
71,181014512,"We could leave the Christmas lights up 'til January
And this is our place, we make the rules
And there's a dazzling haze, a mysterious way about you dear
Have I known you 20 seconds or 20 years?

Can I go where you go?
Can we always be this close forever and ever?
And ah, take me out, and take me home
You're my, my, my, my
Lover

We could let our friends crash in the living room
This is our place, we make the call
...

******* This Lyrics is NOT for Commercial use *******",0
72,276946786,,0
73,274963578,"Usually these old neon lights
Are pretty good for bad goodbyes
I got some girls off of my mind
But baby not tonight
'Cause I've been puttin' in overtime
Trying to get over your leaving
You're still right here on my mind
You sure did a number on me

I've tried Jack
I've tried Jim
I've tried every last one of them
Old heartbreak bottles up on that shelf
But the burn don't work and the buzz don't help
Been takin' these shots, shots, shots
80, 90, everything they've got
But the whiskey don't kill like it's 'sposed to do
Baby, your memory must be bulletproof
...

******* This Lyrics is NOT for Commercial use *******",0
74,276902997,"Tell me the words I've forgotten
What we were fighting for
Staring right into the darkness
Through an empty open door

Can't put back what's been broken
Can't change the moment
We went too far

We're pulling apart for no reason
We're pulling a trigger in the useless war
And if we come back and go into the black (black)
What are we fighting for?
What are we fighting for?

I was supposed to protect you
No matter what's to come
But somehow forgot when they told me
...

******* This Lyrics is NOT for Commercial use *******",0
75,276946787,,0
76,261477792,"She talks about the future like she's flippin' through a magazine
Finds the beauty in the thrown away and broken things
Gets excited about all my crazy dreams

Got every sunset that she's ever seen memorized
Saves them away for a rainy day or stormy night
The sky is brighter lookin' at it through her eyes

I don't remember
Life before she came into the picture
Brought the beauty I was missin' with her
Showed me colors I ain't never seen

She took chances
...

******* This Lyrics is NOT for Commercial use *******",0
77,265112765,,0
78,274517581,"I've been thinking about dying
And how that's gonna be
When my skin and bones give up the ghost
And I finally feel my fragile soul
And all I am falls into mystery

I've been thinking about after
And all the folks I wanna see
My neighbor says that this is it
My daughter says we live again
Most of the time I'm somewhere in between

Don't the question beg an answer?
...

******* This Lyrics is NOT for Commercial use *******",0
79,248716249,"I have this thing where I get older, but just never wiser
Midnights become my afternoons
When my depression works the graveyard shift
All of the people I've ghosted stand there in the room

I should not be left to my own devices
They come with prices and vices
I end up in crises
Tale as old as time
I wake up screaming from dreaming
One day I'll watch as you're leaving
'Cause you got tired of my scheming
For the last time

It's me
Hi!
I'm the problem, it's me
At teatime
Everybody agrees
I'll stare directly at the sun, but never in the mirror
It must be exhausting always rooting for the anti-hero

Sometimes I feel like everybody is a sexy baby
...

******* This Lyrics is NOT for Commercial use *******",1
80,248280798,"I woke up on the wrong side of the truck bed this morning
With a bone dry bottle of Jack I was pouring
Damn, she got some nerve, when she kicked me to the curb
Guess you can say I got what I deserve
'Cause I woke up on the wrong side of the truck bed this morning, yeah

She said, ""Don't come home if you go to the bar""
I said, ""Okay baby"", then got drunk out in the yard
2 a.m. I knock-knock, knocked up on the door
But she never unlock-locked it, guess I don't live there no more

Yeah, she meant business this time
I can't believe my bloodshot eyes

I woke up on the wrong side of the truck bed this morning
With a bone dry bottle of Jack I was pouring
...

******* This Lyrics is NOT for Commercial use *******",1
81,265283351,"I used to live like a rebel, didn't wanna behave
Thought a wretch like me couldn't ever be saved
But everything changed, I remember the day
When I heard Him calling my name

Like a thief in the night
He snuck in, took my life
I was dead, now I'm alive and singing

I got stolen by the grave robber
Picked me up from that rock bottom
Washed my soul in that Holy water
Brought me back to life (brought me back to life)
One more stone rolled away
One more sinner been saved by grace
This dead man, he ain't dead no longer
All because of that grave robber (grave robber, grave robber, yeah)

Maybe you're the one thinking that you'll never be right
Even though your mama praying for you every night
...

******* This Lyrics is NOT for Commercial use *******",0
82,207035806,"We were both young when I first saw you
I close my eyes and the flashback starts
I'm standing there
On a balcony in summer air

See the lights, see the party, the ball gowns
See you make your way through the crowd
And say ""Hello""
Little did I know

That you were Romeo, you were throwing pebbles
And my daddy said, ""Stay away from Juliet""
And I was crying on the staircase
Begging you, ""Please don't go""
And I said

""Romeo take me somewhere we can be alone
I'll be waiting, all there's left to do is run
You'll be the prince, and I'll be the princess
It's a love story, baby, just say yes""

...

******* This Lyrics is NOT for Commercial use *******",0
83,265324088,"I don't like no whips and chains, and you can't tie me down
But you can whip your lovin' on me, baby
Whip your lovin' on me, baby

I'm vanilla, baby, I'll choke you, but I ain't no killer, baby (I don't like no whips and chains)
She 28, telling me I'm still a baby (and you can't tie me down)
I get love from Detroit like Skilla Baby (but you can whip your lovin' on me, baby)
And the thing about your boy is (whip your lovin' on me, baby)
I don't like no whips and chains, and you can't tie me down
But you can whip your lovin' on me, baby (that's right, that's right)
Whip your lovin' on me, baby

Young J-A-C-K, AKA Rico, like Suave, Young Enrique
Speaking of AKA, she's a alpha
But not around your boy, she get quiet 'round your boy, hold on (shh)
Don't know what you heard or what you thought about your boy
But they lied about your boy, goin' dumb, and it's some' idiotic about your boy
She wearing cheetah print
That's how bad she wanna be spotted around your boy

...

******* This Lyrics is NOT for Commercial use *******",0
84,276849837,"Well, I was only scared of the devil and her dad
So we'd park somewhere we knew they'd never look
No, I've never seen nothin' like her
Playing with the flame of her momma's lighter
No, it wasn't very long 'fore I was hooked

Heaven was a preacher's spot in that first church parking lot
Hangin' onto me like the cross on a rearview does
Her eyes were blue, the words were red on that half pack of cigarettes
At 17 that's what hallelujah was

Life wasn't heavy in the back of that Chevy
Me, her, and the Holy Ghost
Somethin' 'bout us, hell of a rush
Fallin' in love, lightin' up them holy smokes
...

******* This Lyrics is NOT for Commercial use *******",1
85,264438188,"Once the flight had flown (ah-ha)
With the wilt of the rose (ah-ha)
I slept all alone (ah-ha)
You still wouldn't go

Let's fast forward to 300 takeout coffees later
I see your profile and your smile on unsuspecting waiters
You dream of my mouth before it called you a lying traitor
You search in every maiden's bed for something greater
Baby, was it over when she laid down on your couch?
Was it over when he unbuttoned my blouse?
""Come here,"" I whispered in your ear in your dream as you passed out
Baby, was it over then
And is it over now?

When you lost control (ah-ha)
Red blood, white snow (ah-ha)
Blue dress on a boat (ah-ha)
...

******* This Lyrics is NOT for Commercial use *******",0
86,275090388,"Go, go, go, go
Head so good, she a honor roll
She'll ride the dick like a carnival
I done did the impossible

Go, go, go, go
Head so good, she a honor roll
She'll ride the dick like a carnival
I done did the impossible
Ha, ha, ha, schyeah

Way too rich to drive a Rove'
Made a milli' off the stove
She like to put it in her nose
Pretty bitch with white toes (ha)
I done put on all the bros
I done fucked her in the Rolls
I done pulled up in the Ghost
I done reachеd all my goals

Yeah, yeah, pulled up with Yeezy and Dolla $ign
I'm all about businеss, I'm mindin' mine
Pull up in the trenches like Columbine (ha)
Pull up with the rocket like Numbanine
I don't want your hoes
Young nigga, reach all the goals
Let her suck the dick, said she was a pro
If she scrape with teeth, I'ma tell her to go

Go, go, go, go
Head so good, she a honor roll
She'll ride the dick like a carnival
I done did the impossible

Go, go, go, go
Head so good, she a honor roll
She'll ride the dick like a carnival
I done did the impossible (Dolla $ign)

She ride it like Six Flags
We turned up to the max
I whop her from the back
...

******* This Lyrics is NOT for Commercial use *******",1
87,99655892,"Oh, oh, oh DJ Khaled!
Konvict Music
We the best (yeah) we takin' over, listen!

Aye, aye started in Atlanta, then I spread out wit' it
South Carolina, Alabama, Mississippi
On to North Carolina, Philadelphia and Virginia
From down in Miami where it warm in the winter
On up to Minnesota where it storm in the winter
Jacksonville, Tallahassee, Memphis, Tenn. holla at me
Me in H-Town, Southside, Cloverland daddy
I'm the man out in Dallas, better ask Khaled

Kept me out in Cali with my eyes open barely
Blowin' and spinnin', goin' down Bennett
Drop six-fo', three-wheel then switch it
Red light stop, make it drop for the bitches
Glock fo'-fifty, blow your head off with it
Anything you hear that I said, I meant it
King got the crown then sped off it wit' it
Say you need bricks, I said I get it

If you want to, we can supply you
Got enough work, to feed the whole town
They won't shoot you, unless you try to
Come around and try to stomp on our ground

'Cause we takin' over (one city at a time)
Said we takin' over (one city at a time)
Said we takin' over, (one city at a time)
Said we takin' over,
(One city at a time)

Bounce, it's what I does
I get money e'ry day, e'ry day I does that Benz
Is how I ride
...

******* This Lyrics is NOT for Commercial use *******",1
88,251038687,"All smiles, I know what it takes to fool this town
I'll do it 'til the sun goes down
And all through the nighttime
Oh, yeah
Oh, yeah, I'll tell you what you wanna hear
Leave my sunglasses on while I shed a tear
It's never the right time
Yeah, yeah

I put my armor on, show you how strong I am
I put my armor on, I'll show you that I am

I'm unstoppable
I'm a Porsche with no brakes
I'm invincible
Yeah, I win every single game
I'm so powerful
I don't need batteries to play
I'm so confident
Yeah, I'm unstoppable today

Unstoppable today
Unstoppable today
Unstoppable today
I'm unstoppable today
...

******* This Lyrics is NOT for Commercial use *******",0
89,273584792,"They call me offensive, controversial
There's only two genders, boys and girls
They can't cancel my message
'Cause I'm the biggest independent rapper in the whole freaking world
Claim that I'm racist, yeah, right
I'm not ashamed because I'm white

If every Caucasian's a bigot, I guess every Muslim's a terrorist
Every liberal is right
I don't wanna talk to folks who don't get it
Go woke, go broke, no hope, it's pathetic
Pro-choice, pronouns, pro-love, you're progressives
But you ain't pro-gun, no one to protect it
Where the American flags at?
Remember when people would hang those?
They've been taken down
They all been replaced with BLM flags or a rainbow

This ain't rap, this ain't money, cars, and clothes
We ain't selling drugs, we ain't gonna overdose
We ain't pushing guns, ain't promoting stripper poles
We won't turn your sons into thugs or your daughters into hoes

I don't care if I offend you
I was put here to upset you
You can cry and you can scream, you can riot in the streets
You defunded the police, now there's no one to protect you
...

******* This Lyrics is NOT for Commercial use *******",1
90,236196962,"I can still remember me and Miss November Rain
Beautiful and strange
Always so inclined, coloring outside the lines
Yeah, you were never on time

You've always been slightly awkward, kinda weird
Upside down and not all here
What's wrong with me and you is crystal clear

Sometimes I'm in a room where I don't belong
And the house is on fire and there's no alarm
And the walls are melting too
How 'bout you?
I've never been the favorite, thought I'd seen it all
'Til I got my invitation to the lunatic ball
And my friends are coming too
How 'bout you?
...

******* This Lyrics is NOT for Commercial use *******",0
91,171213908,"I bet you never heard ol' Marshall Dillon say
""Miss Kitty, have you ever thought of runnin' away?
Settling' down, would you marry me?
If I ask you twice and beg you pretty please?""

She'd have said yes in a New York minute
They never tied the knot
His heart wasn't in it, he just stole a kiss as he rode away
He never hung his hat up at Kitty's place

I should've been a cowboy, I should've learned to rope and ride
Wearin' my six-shooter, ridin' my pony on a cattle drive
...

******* This Lyrics is NOT for Commercial use *******",0
92,273330312,"I just want to kick this shit off by saying, ""Fuck y'all!""
I ain't gotta clear my name on a motherfuckin' thang
Every time I get mentioned
One of y'all bitch ass niggas get 24 hours of attention
I'm finna get this shit off my chest and lay it to rest
Let's go
(And if the beat live) (b-b-b-bankroll)

(Aye)
I feel like Mariah Carey
Got these niggas so obsessed
My pussy so famous might get managed by Kris Jenner next
He can't move on, can't let it go
He hooked, nose full of that Tina Snow
And since niggas need Megan help to make money
Bitch, come be my hoe

All of you bitches is weak on the Bible
Talking shit from where no one can find you
I could never be judged by a bitch
That was dancing, making R. Kelly go viral
Aye, I'm sexy as fuck, and I'm freaky
Get who ever I want, eenie-meenie
Why the fuck would I stay with a nigga that's weak in the sheets
And don't know how to please me?

Bodies on bodies, on bodies on bodies
Say he fucked Megan, and now he the topic
These niggas thinking they lowered the value
All this free promo, I'm turning a profit
Hate when a nigga be kissing and telling
Say he a playa, but he in his feelings (what?)
Bet I won't give up the pussy again
Shit, should've gave it to his friend

Aye, these hoes don't be mad at Megan
These hoes mad at Megan's Law
I don't really know what the problem is
But I guarantee, y'all don't want me to start
Bitch, you a pussy, never finna check me every chance you get
Bet yo weak ass won't address me (ho)
...

******* This Lyrics is NOT for Commercial use *******",1
93,275810488,"Are you someone that I can give my heart to?
Or just the poison that I'm drawn to?
It can be hard to tell the difference late at night
Play fair, is that a compass in your nature?
Or are you tricky?
'Cause I've been there
And baby, I don't need to learn my lesson twice

But if you really wanna go there
You should know I

I need someone to hold me close, deeper than I've ever known
Whose love feels like a rodeo, knows just how to take control
When I'm vulnerable, he's straight-talking to my soul
Conversation overload, got me feeling vertigo

Are you somebody who can go there?
'Cause I don't wanna have to show ya
...

******* This Lyrics is NOT for Commercial use *******",0
94,274934163,"Standin' next to you

Play me slow
I push up on this funk and give me miracles (let ya body know)
Make it known
How we left and right is somethin' we control (you already know)

You know that all night long we rock to this
Screamin', I testify this lovin'
All night long we flock to this
Screamin', I testify that we'll survive the test of time
They can't deny our love
They can't divide us, we'll survive the test of time
I promise I'll be right here

Standin' next to you
Standin' in the fire next to you, oh
You know it's deeper than the rain
It's deeper than the pain
When it's deep like DNA
Somethin' they can't take away, ay
Take-take-take-take-take-take off

Standin' next to you
...

******* This Lyrics is NOT for Commercial use *******",0
95,255491382,"Girl, when you called it quits
You could have done it right
You could have left this town out of it when you said goodbye

You ruined everything I love
Ripped my heart right out my chest
Girl, it's like there ain't nothing left

You set my world on fire, yeah, it's all long gone
I'm watching flames get higher, and I can't move on
I just gotta let it burn, burn, burn on down
Girl, without you, it don't turn, turn, turn around
You set my world on fire
You set my world on fire

Can't hit that corner bar
...

******* This Lyrics is NOT for Commercial use *******",0
96,83593858,"Hello darkness, my old friend
I've come to talk with you again
Because a vision softly creeping
Left its seeds while I was sleeping
And the vision that was planted in my brain
Still remains
Within the sound of silence

In restless dreams, I walked alone
Narrow streets of cobblestone
'Neath the halo of a street lamp
I turned my collar to the cold and damp
When my eyes were stabbed by the flash of a neon light
...

******* This Lyrics is NOT for Commercial use *******",0
97,223224367,"I took an arrow to the heart
I never kissed a mouth that taste like yours
Strawberries and something more
Ooh, yeah, I want it all

Lipstick on my guitar (ooh)
Fill up the engine, we can drive real far
Go dancing underneath the stars
Ooh, yeah, I want it all
Hmm, you got me feeling like

I wanna be that guy
I wanna kiss your eyes
I wanna drink that smile
I wanna feel like I'm
Like my soul's on fire
I wanna stay up all day and all night
Yeah, you got me singing like

Ooh, I love it when you do it like that
And when you're close up, give me the shivers
Oh, baby, you wanna dance 'til the sunlight cracks
And when they say the party's over, then we bring it right back

And we'll say
Ooh, I love it when you do it like that
And when you're close up, give me the shivers
...

******* This Lyrics is NOT for Commercial use *******",0
100,275811432,"Patience
Feels like I've been waiting for a lifetime
For lightning to strike me
Daydreams
Feels like I've been sending out the signals
Hoping that you'll find me

I don't need the details, you don't need to tell me
It's like I already know where you'll be

You and me
We were lovers in a past life
Slow dancin' in the midnight glow
I wanna hold you for a lifetime
For all we know
...

******* This Lyrics is NOT for Commercial use *******",0
105,271431813,"You better run and hide, baby, I know where you were last night
So I'm lightin' up the sky, settin' fire to your paradise
You ain't got no, you ain't got no, you ain't got no alibi
You ain't got no, you ain't got no, you ain't got no alibi

You better run and hide, baby, I know where you were last night
So I'm lightin' up the sky, settin' fire to your paradise
You better run and hide, baby, I know where you were last night
So I'm lightin' up the sky, settin' fire to your paradise
You ain't got no, you ain't got no, you ain't got no alibi
You ain't got no, you ain't got no, you ain't got no alibi

Gotta say I'm sorry and that liquor made me
Your mama never tell you how to treat a lady?
By this time tomorrow, you gon' really hate me
Bet you wish you never played me
...

******* This Lyrics is NOT for Commercial use *******",0
107,272421778,"There's a space in my heart
When it all comes crashing down
Anytime I hear your name out in public

There's a place that I go
Every time that you're in town
It's just me and the knots in my stomach

And it's true
It wasn't easy getting over you
But that's just what I had to do

Whatever, whatever
We were never good together
I'll be here and you stay there
Truth is I never cared

Whatever, whatever
Two years, that ain't forever
I'll be here and you stay there
Won't see me cry no tears

Whatever, whatever
...

******* This Lyrics is NOT for Commercial use *******",1
108,277707739,"You're so in love with him, it's tragic
You just wanna have him all to yourself
And to your family, he's perfect
But behind the curtains, he's someone else (ah, ah)

When will you use your common sense?
He drags you down instead of compliments
You know he ain't heaven-sent
No, he ain't heaven sent, look at the evidence

Girl, give him up, I'm tellin' you as a friend
What he's putting you through is too much
I told you enough, but you don't wanna listen
You just tell me you love who you love

Won't be long, it's a matter of time
'Til you call me 'cause he made you cry
Enough is enough, 'cause you don't wanna listen
...

******* This Lyrics is NOT for Commercial use *******",0
114,93194782,"Murder

It's murder on the dance floor
But you better not kill the groove
DJ, gonna burn this goddamn house right down

Oh, I know, I know, I know, I know, I know, I know, I know
About your kind
And so-and-so and so-and-so and so-and-so and so
I'll have to play

If you think you're gettin' away, I will prove you wrong
I'll take you all the way, boy, just come along
Hear me when I say, hey

It's murder on the dance floor
But you better not kill the groove, hey-hey, hey-hey
It's murder on the dance floor
But you better not steal the moves
DJ, gonna burn this goddamn house right down

Oh, I know, I know, I know, I know, I know, I know, I know
...

******* This Lyrics is NOT for Commercial use *******",1
115,259611832,"Feeling my fingertips were made to touch your skin
There's only last remaining
I never questioned why I always knew you were mine

Loving you is in my DNA, yeah, ayy
Loving you is the only way, yeah, ayy
Loving you is in my DNA, yeah, ayy
Loving you (loving you) is in my DNA (is in my DNA)

Feel like I hear your voice out there above the noise
...

******* This Lyrics is NOT for Commercial use *******",0
116,272421744,"We've been stuck in the silence, watching life passing us by
Slowly we lost our minds somewhere inside these walls
Did you forget the feeling? Tryna find it staring at the ceiling
Slowly we lost our minds somewhere inside these walls, yeah

I ain't seen your face, we ain't spoke for days
Let me lift you up to restore your faith
It's all that I wanna do, yeah, if you let me
...

******* This Lyrics is NOT for Commercial use *******",0
119,274281987,"I'm sick and tired, ain't got the answer
And I know, I know, I know, I know it's hard sometimes
I'm feeling guilty for feeling empty
And I'm never, never, never, never satisfied

Oh, heaven, help me, please
I'm begging on my knees
Somebody show me a sign
Oh-oh, endless days and lonely nights
And I felt this way a million times (felt this way a million times)

We, we ain't here for long, oh-oh
So tell me what the hell we doing it for?
'Cause I, I'm barely holding on, oh-oh
I gotta live my life before it's gone (live my life before it's gone)

We, we ain't here for long, oh-oh
So tell me what the hell we doing it for?
'Cause I, I'm barely holding on, oh-oh
...

******* This Lyrics is NOT for Commercial use *******",1
120,276912514,"I change the world, I change the world, ooh, ooh
I change the world, I want to change the world, ooh, ooh-ooh

Non è così che passo i giorni, baby
Come stai?
Sei stata lì, e adesso torni, lady
Ehi, con chi stai?

Io sto qui e guardo il mare
Sto con me, mi faccio anche da mangiare
Sì è così, ridi pure ma
Non ho più paure
Di restare

Senza una donna
Come siamo lontani
Senza una donna
Sto bene anche domani
Senza una donna
Che m'ha fatto morir
Senza una donna
...

******* This Lyrics is NOT for Commercial use *******",1
121,274934098,"Is it messed up I hope you would be here
Only so I could act like I don't care?
Been a blur for the last two months

Got a glass on my lips and a burn in my chest
Got some new fingertips on the back of my neck
Gotta try to pretend, gotta try to forget
Somehow, but how, how?

How we go from strangers kissing, to kissing strangers?
From not knowing your name, to wishing I could erase it
Tryna forget with somebody new that I'm missing you
How we go from strangers kissing, to kissing strangers?
From feeling every high there is, to just feeling anxious
Tryna forget in a crowded room, whoa, that I'm missing you

...

******* This Lyrics is NOT for Commercial use *******",0
